Steps,Policy/Entropy,Environment/Episode Length,Self-play/ELO,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
690000,1.3843204,90.09174311926606,1269.6119923363337,-0.48168123,-0.7363636363636363,-0.7363636363636363,1.0
700000,1.3839518,100.02,1257.5211015870068,-0.4924013,-0.75,-0.75,1.0
710000,1.3764164,100.58415841584159,1273.3798982794417,0.24348484,0.33663366336633666,0.33663366336633666,1.0
720000,1.3744031,90.19811320754717,1326.8475307247365,0.34729007,0.49056603773584906,0.49056603773584906,1.0
730000,1.373757,89.97247706422019,1370.9524719282726,0.3360058,0.4818181818181818,0.4818181818181818,1.0
740000,1.3734286,90.03703703703704,1404.282344425383,0.34351733,0.5,0.5,1.0
750000,1.3723247,89.89090909090909,1428.6716924271502,0.3285031,0.4818181818181818,0.4818181818181818,1.0
760000,1.3559232,89.94495412844037,1441.014023993991,0.32821044,0.4818181818181818,0.4818181818181818,1.0
770000,1.352742,89.82882882882883,1441.212110984144,0.33934382,0.5,0.5,1.0
780000,1.3520595,89.59649122807018,1441.212110984144,0.32535768,0.4818181818181818,0.4818181818181818,1.0
790000,1.3512442,90.28571428571429,1441.2121109841441,0.33554476,0.5,0.5,1.0
800000,1.3498513,99.7128712871287,1441.2121109841441,0.33277315,0.49504950495049505,0.49504950495049505,1.0
810000,1.3549508,104.33684210526316,1429.7481366102954,-0.21475595,-0.2916666666666667,-0.2916666666666667,1.0
820000,1.3548408,92.35576923076923,1401.3642424945906,-0.31186846,-0.46153846153846156,-0.46153846153846156,1.0
830000,1.3542653,89.87272727272727,1376.2247709011685,-0.32909176,-0.5,-0.5,1.0
840000,1.3540096,89.88181818181818,1357.2343528306,-0.3308109,-0.5,-0.5,1.0
850000,1.3536699,89.89090909090909,1343.2697726202184,-0.3203513,-0.4818181818181818,-0.4818181818181818,1.0
860000,1.3485693,89.9,1332.547474109727,-0.3220012,-0.4818181818181818,-0.4818181818181818,1.0
870000,1.3461761,89.88181818181818,1323.9295364347076,-0.33402735,-0.5,-0.5,1.0
880000,1.3455281,89.88181818181818,1317.279747009784,-0.33468422,-0.5,-0.5,1.0
890000,1.3443198,89.9090909090909,1312.1519968452992,-0.3213457,-0.4818181818181818,-0.4818181818181818,1.0
900000,1.3437331,99.51960784313725,1308.3923123029729,-0.32027426,-0.4803921568627451,-0.4803921568627451,1.0
910000,1.3356768,99.66,1306.7231697448099,-0.108626716,-0.18,-0.18,1.0
920000,1.334394,100.5578947368421,1306.719898580283,-0.101239346,-0.15625,-0.15625,1.0
930000,1.3341224,99.76767676767676,1306.719898580283,-0.09909362,-0.15151515151515152,-0.15151515151515152,1.0
940000,1.3340149,99.75757575757575,1306.719898580283,-0.08762706,-0.13131313131313133,-0.13131313131313133,1.0
950000,1.3336574,102.87628865979381,1306.719898580283,-0.11211928,-0.17525773195876287,-0.17525773195876287,1.0
960000,1.3320835,89.51818181818182,1306.719898580283,-0.16826472,-0.24545454545454545,-0.24545454545454545,1.0
970000,1.3317094,86.44736842105263,1306.719898580283,-0.21907261,-0.3333333333333333,-0.3333333333333333,1.0
980000,1.3315887,81.12295081967213,1306.719898580283,-0.22805269,-0.3442622950819672,-0.3442622950819672,1.0
990000,1.3307022,81.1311475409836,1306.719898580283,-0.22802064,-0.3442622950819672,-0.3442622950819672,1.0
1000000,1.3300196,81.1311475409836,1306.719898580283,-0.21790637,-0.32786885245901637,-0.32786885245901637,1.0
1010000,1.3349519,104.9,1317.804020189575,0.15013534,0.23,0.23,1.0
1020000,1.3359525,101.03260869565217,1347.2031051536294,0.29171097,0.42391304347826086,0.42391304347826086,1.0
1030000,1.336549,99.24,1371.2211300597273,0.30004627,0.45,0.45,1.0
1040000,1.3363503,89.4,1393.2898556772184,0.33353186,0.4818181818181818,0.4818181818181818,1.0
1050000,1.3350176,89.32432432432432,1411.1533611516356,0.36116612,0.5225225225225225,0.5225225225225225,1.0
1060000,1.3321478,89.30630630630631,1425.0276928369728,0.33491305,0.4864864864864865,0.4864864864864865,1.0
1070000,1.3311276,89.31531531531532,1436.3331096129823,0.3457401,0.5045045045045045,0.5045045045045045,1.0
1080000,1.3304201,89.4,1444.7962092302491,0.34178725,0.5,0.5,1.0
1090000,1.3306773,89.32432432432432,1451.2837994444778,0.3443167,0.5045045045045045,0.5045045045045045,1.0
1100000,1.3299422,98.19626168224299,1456.14625975392,0.33844554,0.49523809523809526,0.49523809523809526,1.0
1110000,1.3313818,99.9375,1439.5474432164353,-0.34370774,-0.5151515151515151,-0.5151515151515151,1.0
1120000,1.3311169,100.18947368421053,1398.9205369467918,-0.45940372,-0.6842105263157895,-0.6842105263157895,1.0
1130000,1.3308839,82.87394957983193,1374.2206824789366,-0.2469355,-0.36134453781512604,-0.36134453781512604,1.0
1140000,1.3308626,82.95798319327731,1361.2366938958912,-0.24729666,-0.36134453781512604,-0.36134453781512604,1.0
1150000,1.3305222,81.12295081967213,1351.5192954169024,-0.23635998,-0.3442622950819672,-0.3442622950819672,1.0
1160000,1.3184388,81.13934426229508,1347.6767645694013,-0.22292708,-0.32786885245901637,-0.32786885245901637,1.0
1170000,1.3159198,81.13223140495867,1347.6992221443502,-0.24100609,-0.35537190082644626,-0.35537190082644626,1.0
1180000,1.3163068,81.11475409836065,1347.6992221443502,-0.2345581,-0.3442622950819672,-0.3442622950819672,1.0
1190000,1.3156024,81.13934426229508,1347.6992221443502,-0.22293596,-0.32786885245901637,-0.32786885245901637,1.0
1200000,1.3156432,81.13934426229508,1347.6992221443502,-0.23349386,-0.3442622950819672,-0.3442622950819672,1.0
1210000,1.3160679,98.53333333333333,1347.6992221443502,0.020292139,0.0380952380952381,0.0380952380952381,1.0
