Steps,Policy/Entropy,Environment/Episode Length,Self-play/ELO,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
520000,1.3961902,81.78571428571429,1525.3571291868925,1.620278,3.031219214447274,3.031219214447274,1.0
530000,1.3958195,81.84615384615384,1553.4997730987436,1.6095126,3.0421883165836334,3.0421883165836334,1.0
540000,1.3949187,81.78571428571429,1575.8031566170973,1.5996972,3.0322843051153767,3.0322843051153767,1.0
550000,1.3931923,81.76923076923077,1594.2006924167822,1.587195,3.0489135281113553,3.0489135281113553,1.0
560000,1.3939586,81.84615384615384,1610.2292850999395,1.5728143,3.0479842828325006,3.0479842828325006,1.0
570000,1.3940156,81.78571428571429,1627.3495999478525,1.562307,3.048606890439987,3.048606890439987,1.0
580000,1.3934276,81.76923076923077,1642.1440657327294,1.5553598,3.062282233198812,3.062282233198812,1.0
590000,1.3929756,81.85714285714286,1654.971224960227,1.5549268,3.0510858740688356,3.0510858740688356,1.0
600000,1.3922572,81.76923076923077,1666.305494442283,1.5488168,3.0627637283861144,3.0627637283861144,1.0
610000,1.370489,81.78571428571429,1673.858748988866,0.563296,1.642342884678486,1.642342884678486,1.0
620000,1.361186,81.84615384615384,1674.266793951839,0.11892232,0.9867705196142197,0.9867705196142197,1.0
630000,1.3608534,81.76923076923077,1674.266793951839,0.14552836,0.9771212142361098,0.9771212142361098,1.0
640000,1.3608965,81.78571428571429,1674.266793951839,0.17249388,0.9917966107691615,0.9917966107691615,1.0
650000,1.3609437,81.84615384615384,1674.266793951839,0.19301336,0.9953009264528259,0.9953009264528259,1.0
660000,1.3710766,81.78571428571429,1655.4940901679527,0.21083203,0.9887634585301082,0.9887634585301082,1.0
670000,1.3764913,81.76923076923077,1585.4708776872162,0.21534333,1.0026623700275894,1.0026623700275894,1.0
680000,1.3756711,81.84615384615384,1532.8809950125567,0.20662995,0.9910156943581321,0.9910156943581321,1.0
690000,1.3748657,81.78571428571429,1493.3286392118664,0.19559722,1.0205063662253135,1.0205063662253135,1.0
700000,1.3740649,81.76923076923077,1463.4482225045563,0.18382284,1.0017889519532521,1.0017889519532521,1.0
710000,1.3595827,81.78571428571429,1444.4906574183353,1.0276625,2.2492026819670494,2.2492026819670494,1.0
720000,1.3511642,81.84615384615384,1443.0527174714314,1.5813066,3.055309342943932,3.055309342943932,1.0
